Experiment,Model,Run,TP,FN,FP,Precision,Recall,Case,Condition,Source,Run_Number
ODD-only,DeepSeek-V4-Pro,run_05.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,5
ODD-only,DeepSeek-V4-Pro,run_06.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,6
ODD-only,DeepSeek-V4-Pro,run_07.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,7
ODD-only,DeepSeek-V4-Pro,run_08.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,8
ODD-only,DeepSeek-V4-Pro,run_09.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,9
ODD-only,DeepSeek-V4-Pro,run_10.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,10
ODD-only,DeepSeek-V4-Pro,run_11.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,11
ODD-only,DeepSeek-V4-Pro,run_12.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,12
ODD-only,DeepSeek-V4-Pro,run_13.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,13
ODD-only,DeepSeek-V4-Pro,run_14.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,14
ODD-only,DeepSeek-V4-Pro,run_15.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,15
ODD-only,DeepSeek-V4-Pro,run_16.md,5,1,1,0.8333,0.8333,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,16
ODD-only,DeepSeek-V4-Pro,run_17.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,17
ODD-only,DeepSeek-V4-Pro,run_18.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,18
ODD-only,DeepSeek-V4-Pro,run_19.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,19
ODD-only,DeepSeek-V4-Pro,run_20.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,20
ODD-only,DeepSeek-V4-Pro,run_21.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,21
ODD-only,DeepSeek-V4-Pro,run_22.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,22
ODD-only,DeepSeek-V4-Pro,run_23.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,23
ODD-only,DeepSeek-V4-Pro,run_24.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,24
ODD-only,DeepSeek-V4-Pro,run_25.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,25
ODD-only,DeepSeek-V4-Pro,run_26.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,26
ODD-only,DeepSeek-V4-Pro,run_27.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,27
ODD-only,DeepSeek-V4-Pro,run_28.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,28
ODD-only,DeepSeek-V4-Pro,run_29.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,29
ODD-only,DeepSeek-V4-Pro,run_30.md,1,5,0,1.0,0.1667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,30
ODD-only,Llama-3.3-70B,run_01.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,1
ODD-only,Llama-3.3-70B,run_02.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,2
ODD-only,Llama-3.3-70B,run_03.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,3
ODD-only,Llama-3.3-70B,run_04.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,4
ODD-only,Llama-3.3-70B,run_05.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,5
ODD-only,Llama-3.3-70B,run_06.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,6
ODD-only,Llama-3.3-70B,run_07.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,7
ODD-only,Llama-3.3-70B,run_08.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,8
ODD-only,Llama-3.3-70B,run_09.md,5,1,1,0.8333,0.8333,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,9
ODD-only,Llama-3.3-70B,run_10.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,10
ODD-only,Llama-3.3-70B,run_11.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,11
ODD-only,Llama-3.3-70B,run_12.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,12
ODD-only,Llama-3.3-70B,run_13.md,5,1,1,0.8333,0.8333,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,13
ODD-only,Llama-3.3-70B,run_14.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,14
ODD-only,Llama-3.3-70B,run_15.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,15
ODD-only,Llama-3.3-70B,run_16.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,16
ODD-only,Llama-3.3-70B,run_17.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,17
ODD-only,Llama-3.3-70B,run_18.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,18
ODD-only,Llama-3.3-70B,run_19.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,19
ODD-only,Llama-3.3-70B,run_20.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,20
ODD-only,Llama-3.3-70B,run_21.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,21
ODD-only,Llama-3.3-70B,run_22.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,22
ODD-only,Llama-3.3-70B,run_23.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,23
ODD-only,Llama-3.3-70B,run_24.md,5,1,1,0.8333,0.8333,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,24
ODD-only,Llama-3.3-70B,run_25.md,5,1,1,0.8333,0.8333,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,25
ODD-only,Llama-3.3-70B,run_26.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,26
ODD-only,Llama-3.3-70B,run_27.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,27
ODD-only,Llama-3.3-70B,run_28.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,28
ODD-only,Llama-3.3-70B,run_29.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,29
ODD-only,Llama-3.3-70B,run_30.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,30
ODD-only,Qwen2.5-7B,run_01.md,4,2,4,0.5,0.6667,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,1
ODD-only,Qwen2.5-7B,run_02.md,6,0,4,0.6,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,2
ODD-only,Qwen2.5-7B,run_03.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,3
ODD-only,Qwen2.5-7B,run_04.md,6,0,4,0.6,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,4
ODD-only,Qwen2.5-7B,run_05.md,6,0,4,0.6,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,5
ODD-only,Qwen2.5-7B,run_06.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,6
ODD-only,Qwen2.5-7B,run_07.md,6,0,4,0.6,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,7
ODD-only,Qwen2.5-7B,run_08.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,8
ODD-only,Qwen2.5-7B,run_09.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,9
ODD-only,Qwen2.5-7B,run_10.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,10
ODD-only,Qwen2.5-7B,run_11.md,6,0,4,0.6,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,11
ODD-only,Qwen2.5-7B,run_12.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,12
ODD-only,Qwen2.5-7B,run_13.md,6,0,4,0.6,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,13
ODD-only,Qwen2.5-7B,run_14.md,6,0,2,0.75,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,14
ODD-only,Qwen2.5-7B,run_15.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,15
ODD-only,Qwen2.5-7B,run_16.md,5,1,0,1.0,0.8333,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,16
ODD-only,Qwen2.5-7B,run_17.md,6,0,3,0.6667,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,17
ODD-only,Qwen2.5-7B,run_18.md,6,0,4,0.6,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,18
ODD-only,Qwen2.5-7B,run_19.md,6,0,4,0.6,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,19
ODD-only,Qwen2.5-7B,run_20.md,6,0,3,0.6667,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,20
ODD-only,Qwen2.5-7B,run_21.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,21
ODD-only,Qwen2.5-7B,run_22.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,22
ODD-only,Qwen2.5-7B,run_23.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,23
ODD-only,Qwen2.5-7B,run_24.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,24
ODD-only,Qwen2.5-7B,run_25.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,25
ODD-only,Qwen2.5-7B,run_26.md,6,0,4,0.6,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,26
ODD-only,Qwen2.5-7B,run_27.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,27
ODD-only,Qwen2.5-7B,run_28.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,28
ODD-only,Qwen2.5-7B,run_29.md,6,0,0,1.0,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,29
ODD-only,Qwen2.5-7B,run_30.md,6,0,4,0.6,1.0,Electricity,ODD-only,ODD_electricity/Batch_30Runs_ODDOnly/Electricity_evaluation_summary_ODD-only.csv,30
